,name,Age,Dribbling / Reflexes,Passing / Kicking,Shooting / Handling,International reputation,Total mentality,Shot power,Total power,Ball control,Finishing,Log Market Value
1107,M. Brozović CDM CM,30,80,81,74,3,385,80,398,83,69,17.23323724157764
1108,P. Billing CM CAM,27,75,73,78,1,364,85,407,79,78,16.300417207752275
1109,Marco Asensio RW,27,83,81,81,3,312,88,386,87,77,17.466168799258014
1110,Pablo Maffeo RWB LWB,25,78,70,52,1,303,57,330,80,53,16.64872390202049
1111,D. Calvert-Lewin ST,26,73,63,75,2,330,80,377,78,78,16.454567887579532
1112,S. Becker ST RM,28,78,70,74,2,304,79,380,78,75,16.213405830762646
1113,K. Świderski ST CAM,26,71,62,74,1,304,73,372,75,78,15.520258650202699
1114,M. Acuña LB LM,31,82,82,74,3,402,83,415,82,66,17.09265529095645
1115,A. Meret GK,26,84,72,80,2,110,54,231,25,17,17.16541464523888
1116,C. Adams ST,26,73,62,76,1,316,86,394,76,73,15.424948470398375
1117,Aritz Elustondo CB RB,29,61,64,39,1,278,44,314,77,35,16.785925023533974
1118,Fabián Ruiz CM CDM,27,79,78,76,2,366,77,377,83,75,16.929025867174648
1119,André Horta CM CDM,26,78,76,70,1,341,75,370,77,68,16.34123920227253
1120,E. Konsa CB RB,25,74,67,39,2,312,58,331,77,34,17.034386382832476
1121,E. Adebayo ST,25,69,50,71,1,307,72,384,71,73,14.946912669455374
1122,L. Nmecha ST,24,77,66,77,2,333,79,391,80,78,16.588099280204055
1123,J. Worrall CB,26,45,51,25,1,237,34,283,54,20,15.341566861459324
1124,Diego Moreira LM RM,18,74,60,58,1,269,64,315,74,60,14.880221294956703
1125,Gabriel Sara CM,24,75,74,74,1,335,86,403,77,72,15.687312734865866
1126,M. Olakigbe LW RW,19,64,51,60,1,250,64,321,64,61,13.815510557964274
1127,R. Pukštas CM CAM,18,71,62,66,1,325,65,353,72,68,14.978661367769956
1128,S. Armstrong ST LW,20,59,52,61,1,271,73,353,58,60,14.077874822431765
1129,T. Cannon ST,20,72,56,69,1,263,71,335,71,72,14.946912669455374
1130,Danilo CDM CM,22,69,68,62,1,338,68,340,76,64,16.213405830762646
1131,R. Esse CAM RM,18,67,56,49,1,266,52,249,67,51,13.560618308335483
1132,C. Casadei CM CAM,20,66,66,66,1,316,69,348,68,65,14.690979295318174
1133,Alarcón ST LW RW,19,68,58,67,1,236,66,310,73,71,14.690979295318174
1134,Otávio CB,21,43,39,29,1,239,43,286,45,24,14.690979295318174
1135,Afonso Moreira RW LW,18,73,66,61,1,269,72,281,72,63,14.978661367769956
1136,L. Sauer LW CAM,17,70,60,58,1,231,64,274,68,58,14.403297222866392
1137,N. Lahmadi CM CDM,18,66,66,60,1,291,67,308,66,60,14.403297222866392
1138,S. Fini RM RW ST,17,59,47,51,1,240,51,284,56,54,13.38472764187182
1139,J. Nonge CM,18,66,64,49,1,308,50,288,68,44,14.22097566607244
1140,N. Aguerd CB,27,64,64,50,2,320,69,352,74,40,16.733281290048552
1141,T. Parrott ST RM,21,70,61,64,1,294,65,333,69,64,14.73180128983843
1142,Iván Jaime LM CAM ST,22,77,71,73,1,309,73,362,79,73,16.34123920227253
1143,Adrià Pedrosa LB LWB,25,78,69,60,1,331,63,350,74,61,16.11809565095832
1144,M. Hermansen GK,22,77,76,70,1,109,57,238,41,9,15.89495209964411
1145,B. Dia ST LW CF,26,81,62,81,1,314,84,400,82,86,17.41282281855272
1146,D. Maeda LW RW ST,25,75,65,72,1,338,77,377,70,72,15.687312734865866
1147,A. Patterson GK,23,75,72,69,1,114,54,188,9,3,15.319587954740548
1148,S. Abdulhamid RB,23,69,63,42,1,326,50,325,61,35,15.89495209964411
1149,Iván Martín CM CDM RM,24,79,78,72,1,357,67,322,81,75,16.811242831518264
1150,Edgar CB CDM,26,62,65,49,1,317,54,335,67,52,16.300417207752275
1151,G. Slonina GK,19,70,63,64,1,121,47,219,15,7,14.73180128983843
1152,J. Dina Ebimbe RM CM RWB,22,76,71,63,1,343,71,368,78,64,16.25785759333348
1153,G. Isaksen RW ST CF,22,77,65,70,1,281,71,315,75,73,16.06680235657077
1154,L. Greiml CB,21,46,49,30,1,270,42,266,56,23,14.557447902693651
1155,Nuno Tavares LB LM,23,72,69,65,1,317,80,393,72,61,15.89495209964411
1156,B. Rollheiser RM ST CAM,23,77,70,74,1,310,76,355,75,74,16.012735135300492
1157,Manu Sánchez LB LWB LM,22,68,62,44,1,290,50,284,71,42,16.012735135300492
1158,L. Thomas LWB LB,22,69,64,42,1,315,44,297,68,39,15.226497531674536
1159,J. Thielmann RM ST LM,21,72,66,69,1,320,73,351,74,69,15.520258650202699
1160,L. Badé CB,23,63,56,45,1,272,59,334,75,45,16.785925023533974
1161,K. Saito LM,21,75,64,66,1,274,62,308,73,69,15.250595083253597
1162,Goh Young Jun CAM LM CM,21,74,64,65,1,291,58,291,68,68,15.250595083253597
1163,L. Samardžić CM CAM,21,77,71,70,1,302,77,348,78,68,15.761420707019587
1164,Francho Serrano CM,21,70,68,62,1,317,60,331,71,64,15.096444403426338
1165,N. Collins CB,19,50,45,25,1,207,33,270,53,22,13.997832114758229
1166,S. Nanasi LM CAM RM,21,74,69,61,1,270,54,302,74,65,15.250595083253597
1167,A. Theate CB,23,59,55,40,1,264,70,367,64,23,16.41820024340866
1168,João Mário RB,23,76,70,63,1,337,68,350,77,60,16.523560759066484
1169,Hugo Novoa RW RB,20,72,53,67,1,277,66,313,72,70,14.946912669455374
1170,M. Godts LW RW,18,73,61,57,1,220,68,296,69,57,14.603967918328545
1171,I. Grbić GK,27,76,74,71,1,112,56,227,21,9,15.60727002719233
1172,B. Soppy RWB RM,21,68,64,50,1,306,64,346,68,41,15.201804919084164
1173,E. Emegha ST,20,68,54,70,1,287,72,366,71,73,15.226497531674536
1174,F. Jörgensen GK,21,75,76,75,1,80,57,230,16,5,15.520258650202699
1175,J. Lepenant CDM CM,20,71,67,56,1,305,58,330,73,54,15.27412558066379
1176,Carlos Augusto LM,24,80,77,72,1,358,79,405,81,68,16.99356438831222
1177,L. Barry LM LW ST,20,67,54,60,1,230,60,328,60,61,14.151982794585487
1178,I. Touré CB,20,55,50,30,1,285,39,295,64,29,15.150511624696614
1179,Arnau Tenas GK,22,75,76,69,1,119,57,182,35,5,15.341566861459324
1180,M. Al Tamari RM ST,26,79,66,69,1,322,67,310,75,71,15.424948470398375
1181,T. Bloxham RM ST RW,19,61,53,59,1,235,61,334,61,60,13.815510557964274
1182,Antonio Blanco CDM CM,22,67,68,57,1,348,52,296,73,56,16.012735135300492
1183,Kayky RW,20,72,57,58,1,241,62,255,71,64,14.603967918328545
1184,M. Lotka GK,22,70,56,65,1,72,42,201,12,11,14.648419680899378
1185,J. Makengo LB CB,21,62,58,28,1,256,31,279,62,26,14.77102200299171
1186,A. Al Hamadi ST,21,64,45,62,1,260,62,341,63,66,14.077874822431765
1187,Agirrezabala GK,22,72,73,74,1,101,55,206,29,7,15.60727002719233
1188,B. Locko LB,21,71,63,51,1,299,59,329,74,48,15.89495209964411
1189,J. Rak-Sakyi RM RW,20,75,63,66,1,250,65,307,75,68,15.226497531674536
1190,Carmona RM RWB RB,21,68,66,63,1,306,63,334,69,67,15.250595083253597
1191,I. Koné CM,21,69,66,59,1,291,67,345,72,55,14.946912669455374
1192,Pablo Felipe RM ST RW,19,66,63,68,1,276,66,331,66,72,14.880221294956703
1193,M. Satriano ST,22,71,56,72,1,279,69,352,76,77,15.38412647587812
1194,C. Zafeiris CM CDM,20,78,73,68,1,350,71,376,76,66,16.213405830762646
1195,A. van Axel Dongen LW,18,68,57,59,1,258,58,289,71,60,14.403297222866392
1196,Gonçalo Borges LM RM,22,73,61,53,1,243,58,282,73,53,15.03928598958639
1197,Henrique Araújo ST,21,65,56,71,1,275,74,363,68,73,15.341566861459324
1198,A. Zanoli RB RM,22,69,62,40,1,296,45,296,71,38,15.201804919084164
1200,H. Wilson RM RW,26,76,75,77,1,312,83,353,76,74,15.687312734865866
1201,V. Lindelöf CB LB,28,72,73,51,2,342,72,345,77,42,16.61887093887081
1202,P. Roberts RM CAM,26,77,66,65,1,258,64,271,75,65,14.508657738524219
1204,J. Larsson RW ST,26,73,68,71,1,323,72,361,72,71,14.845129975145433
1205,Gonçalo Guedes ST LM,26,81,71,80,2,333,87,384,81,78,16.64872390202049
1206,A. Buksa ST,26,68,57,72,1,296,75,375,71,73,14.845129975145433
1207,R. Kent LW CF RW,26,81,72,69,1,309,79,367,77,65,15.89495209964411
1208,C. Bedia ST CF,27,67,54,71,1,323,73,364,69,76,14.808762330974558
1209,C. Adams ST,26,73,62,76,1,316,86,394,76,73,15.424948470398375
1211,W. Ndidi CDM CM,26,70,72,65,2,362,75,372,73,61,16.733281290048552
1212,W. Anton CB,26,65,59,46,2,312,58,352,67,42,16.41820024340866
1213,Oyarzabal LW ST LM,26,83,80,83,3,332,80,367,85,85,17.576710673657836
1214,G. Osho CB,24,63,54,30,1,267,42,289,65,24,14.914122846632385
1215,F. Reese LM ST RM,25,71,69,69,1,318,77,389,71,66,15.424948470398375
1216,M. Grujić CM CDM,27,76,72,71,1,361,76,389,79,72,15.955576721460545
1217,K. Tsimikas LB,27,75,74,57,1,357,69,366,75,48,16.213405830762646
1218,Caio Henrique LB LWB,25,78,78,58,2,342,64,336,81,54,16.64872390202049
1219,T. Asano RM ST LW,28,78,63,70,2,284,70,361,76,73,15.520258650202699
1220,Bernardo LB CB,28,68,62,53,1,303,72,361,68,38,14.557447902693651
1221,D. Dumfries RWB RM,27,73,70,63,3,344,68,397,76,67,17.111347423968603
1222,L. Sinisterra LM RM CAM,24,84,70,72,1,310,73,349,81,73,16.811242831518264
1223,J. Eggestein ST RW,25,72,69,70,1,282,73,344,73,72,14.508657738524219
1224,R. Yates CDM CM,25,65,62,59,1,338,61,368,69,60,15.830413578506539
1225,R. Marin CM CDM,27,75,77,74,1,365,82,381,77,68,15.955576721460545
1226,Fran Beltrán CDM CM,24,75,78,56,1,339,61,317,76,53,16.951004773893423
1227,E. Barco CAM LM CM,24,81,74,73,1,337,74,317,76,73,16.489659207390805
1228,Reinildo LB,29,75,68,55,1,337,60,353,77,57,16.929025867174648
1229,S. Alzate CM,24,76,71,63,1,333,63,339,74,66,15.27412558066379
1230,R. Koch CB CDM,26,65,61,38,2,308,56,325,72,27,16.556350581889475
1231,S. McTominay CDM CM,26,72,69,79,2,370,85,410,75,79,16.523560759066484
1232,A. Maier RM CM CDM,24,76,75,62,1,320,75,364,78,59,15.830413578506539
1233,J. Cumming GK,23,67,66,65,1,117,50,208,25,5,13.9108207377686
1234,J. Campaz LM CAM LW,23,77,72,72,1,255,76,339,75,74,16.213405830762646
1235,A. Haidara CM CDM RM,25,80,76,72,2,362,77,367,81,69,16.733281290048552
1236,D. Zagadou CB,24,51,60,34,2,269,66,333,52,26,16.300417207752275
1237,D. Loader ST CAM,22,75,61,70,1,270,71,363,76,72,15.250595083253597
1238,S. Żurkowski CM,25,74,70,72,1,341,78,390,74,71,14.946912669455374
1239,E. Zhegrova RM,24,80,72,67,1,272,73,334,79,66,16.588099280204055
1240,O. Kabak CB,23,66,59,37,2,299,48,310,71,35,15.89495209964411
1241,Y. Akgün RM CAM RW,22,77,64,66,1,279,71,328,73,63,15.096444403426338
1242,M. Olivera LB LWB,25,73,69,50,1,326,56,337,78,49,16.64872390202049
1243,T. Campbell ST LM,23,70,60,68,1,289,69,346,69,68,14.648419680899378
1244,C. Kelleher GK,24,76,75,71,1,116,56,205,32,6,15.123843377614453
1245,J. Wind ST CF,24,76,72,77,1,332,78,393,79,82,16.785925023533974
1246,J. Sargent ST RM,23,68,63,72,1,335,81,403,66,73,15.29711509888849
1248,N. Williams RB RWB LWB,22,73,68,46,1,293,55,294,73,43,15.687312734865866
1249,F. Agu RWB LWB,23,74,61,47,1,299,41,281,71,46,14.690979295318174
1250,N. Pérez CB,23,50,47,25,1,258,42,280,60,21,15.89495209964411
1251,J. Burkardt ST CF,22,77,67,73,1,325,76,378,76,74,16.06680235657077
1252,N. Aguerd CB,27,64,64,50,2,320,69,352,74,40,16.733281290048552
1253,L. Barreiro Martins CM CDM,23,80,69,61,2,344,61,317,79,63,16.300417207752275
1254,T. Parrott ST RM,21,70,61,64,1,294,65,333,69,64,14.73180128983843
1255,Iván Jaime LM CAM ST,22,77,71,73,1,309,73,362,79,73,16.34123920227253
1256,Adrià Pedrosa LB LWB,25,78,69,60,1,331,63,350,74,61,16.11809565095832
1257,M. Hermansen GK,22,77,76,70,1,109,57,238,41,9,15.89495209964411
1259,D. Maeda LW RW ST,25,75,65,72,1,338,77,377,70,72,15.687312734865866
1260,21 W. Rooney CM CDM CAM,34,74,79,80,4,372,84,372,82,79,15.068273526459642
1261,Willian LM RM,34,81,77,77,3,336,82,332,80,75,15.404745763080856
1262,E. Džeko ST,37,77,73,84,3,345,86,396,83,87,16.34123920227253
1263,T. Kroos CM CDM,33,81,90,80,4,384,89,382,88,76,17.553180176247643
1264,J. Henderson CM CDM,33,77,81,73,3,379,77,383,81,71,16.38045991542581
1265,C. Eriksen CM CDM,31,79,88,76,3,323,81,338,89,71,16.860032995687696
1266,L. Hrádecký GK,33,87,66,78,3,131,50,212,20,11,16.11809565095832
1267,T. Courtois GK,31,93,76,89,5,122,57,250,23,14,17.958645284355807
1268,M. Braithwaite ST LM,32,77,71,77,2,334,77,387,77,80,15.955576721460545
1269,I. Gueye CDM CM,33,71,66,60,2,332,77,345,73,54,15.123843377614453
1270,P. Pogba CM CDM,30,84,84,78,4,382,90,403,87,70,17.182806387950748
1271,Danilo CB RB,31,74,74,67,2,363,82,388,79,59,16.67771143889374
1272,W. Ben Yedder ST,32,87,78,83,3,358,84,374,87,86,17.014183675514957
1273,F. Acerbi CB,35,64,64,50,3,311,75,374,71,37,16.06680235657077
1274,Jiang Guangtai CB,29,62,47,34,1,255,48,334,69,25,14.508657738524219
1275,G. Kondogbia CM CDM,30,76,76,75,2,379,87,439,80,69,17.014183675514957
1276,L. Spinazzola LWB LM,30,79,72,64,3,357,68,350,80,60,16.70588231586044
1277,Héctor Bellerín RB RWB,28,76,70,51,3,342,52,295,78,52,16.34123920227253
1278,Mário Rui LB,32,80,77,57,2,352,72,355,80,42,16.70588231586044
1279,N. Füllkrug ST,30,75,70,83,2,344,85,399,79,84,16.835935444108635
1280,S. Umtiti CB,29,64,68,62,3,325,83,372,67,51,16.300417207752275
1281,L. Shaw LB CB,27,79,82,57,2,364,78,369,83,46,17.19990082131005
1282,L. Paredes CM CDM,29,79,81,64,3,365,86,372,84,50,16.166885815127753
1283,Fabinho CDM,29,77,78,69,3,402,81,392,81,63,17.399029496420383
1284,H. Mukhtar CF ST CAM,28,82,80,75,2,323,75,363,85,78,16.883563493097892
1285,J. Hofmann CAM,30,81,83,79,3,385,74,371,81,84,17.37085861945369
1286,Fei Nanduo RM LW CAM,30,72,64,63,1,295,67,340,66,60,14.22097566607244
1287,N. Tagliafico LB,30,75,70,56,3,340,65,356,76,57,16.300417207752275
1288,N. Maupay ST,26,71,67,76,1,330,79,372,75,76,15.424948470398375
1289,J. Brandt CAM RM CM,27,86,84,80,3,326,83,392,87,80,17.697074355907713
1290,R. De Paul CM,29,82,83,77,3,392,80,408,85,76,17.529082624668582
1291,C. Akpom ST CAM,27,72,58,75,1,298,78,386,73,79,15.89495209964411
1292,22 D. Valdés CAM CM,27,75,72,70,1,326,75,362,77,67,15.319587954740548
1293,A. Miranchuk CF CAM,27,80,76,72,1,305,66,344,80,73,16.25785759333348
1294,J. Marriott ST,28,65,50,64,1,261,68,339,63,64,13.493926933836812
1295,D. Zapata ST,32,77,63,80,2,317,86,419,81,83,16.860032995687696
1296,Kenedy LM RM ST,27,77,73,70,1,329,78,351,76,69,15.60727002719233
1297,M. Maignan GK,27,89,87,82,3,155,65,277,40,15,18.172219384653864
1298,J. Giménez CB,28,61,58,46,2,282,73,365,66,37,17.41282281855272
1299,M. Dahoud CM CDM,27,83,77,68,2,351,81,360,83,60,16.523560759066484
1300,H. Wilson RM RW,26,76,75,77,1,312,83,353,76,74,15.687312734865866
1301,Mariano ST,29,70,61,74,1,334,80,390,69,72,14.914122846632385
1302,V. Lindelöf CB LB,28,72,73,51,2,342,72,345,77,42,16.61887093887081
1303,R. Esse CAM RM,18,67,56,49,1,266,52,249,67,51,13.560618308335483
1304,V. Djukanović LW ST,19,69,56,66,1,235,68,308,68,68,14.508657738524219
1305,I. Kostis CB LB,20,50,44,22,1,225,31,268,55,15,14.648419680899378
1306,S. Kılıçsoy ST LW RW,17,64,54,60,1,252,63,316,63,64,13.815510557964274
1307,L. Camara CM CAM,19,72,70,62,1,304,70,302,74,61,15.009433026436708
1308,M. Ouro-Tagba ST LM,18,64,46,51,1,253,47,299,63,57,13.345506928718539
1309,T. Land CM,17,71,64,50,1,266,58,240,73,48,13.997832114758229
1310,F. Marshall CAM CM RM,17,59,56,52,1,230,58,237,56,52,13.17115354157376
1311,S. López CF LW,17,62,56,61,1,260,62,293,60,65,14.077874822431765
1312,Tomé Sousa GK,16,63,60,52,1,80,45,171,12,4,13.527828485512494
1313,L. Sauer LW CAM,17,70,60,58,1,231,64,274,68,58,14.403297222866392
1314,Natan CB,22,50,48,33,1,258,51,303,62,27,16.012735135300492
1315,S. Amo-Ameyaw LW RW,16,65,53,54,1,219,58,251,61,54,13.422467969854667
1316,N. Lahmadi CM CDM,18,66,66,60,1,291,67,308,66,60,14.403297222866392
1317,S. Fini RM RW ST,17,59,47,51,1,240,51,284,56,54,13.38472764187182
1318,J. Donley CAM ST,18,63,59,60,1,247,59,290,63,62,13.9108207377686
1319,E. Aristizábal ST,17,60,42,62,1,241,62,319,60,65,13.815510557964274
1320,D. Churlinov RM RWB,22,72,62,66,1,308,66,309,71,66,14.845129975145433
1321,F. Daniliuc CB RB,22,60,61,42,1,284,56,316,66,39,15.29711509888849
1322,K. Piątkowski CB,23,69,65,47,1,296,68,370,70,41,15.29711509888849
1323,Romário Baró CM RM,23,72,69,65,1,307,70,325,73,63,14.946912669455374
1324,Eduardo Quaresma CB,21,57,47,31,1,251,44,264,65,28,14.880221294956703
1325,A. Soñora CM CAM RM,24,75,73,65,1,340,73,347,75,58,14.690979295318174
1326,A. Rouault CB,22,56,60,30,1,274,45,292,65,25,16.012735135300492
1327,B. Ocampo LM RM,24,75,69,67,1,320,71,336,70,64,15.123843377614453
1328,C. Barron CM CDM,20,68,66,57,1,310,70,353,69,51,14.880221294956703
1329,B. Koumetio CB LB,20,45,43,32,1,238,45,279,57,29,13.790192749979985
1330,D. Dike ST,23,62,47,71,1,253,86,396,66,71,15.250595083253597
1331,Goh Young Jun CAM LM CM,21,74,64,65,1,291,58,291,68,68,15.250595083253597
1332,M. Ramírez GK,22,75,69,73,1,90,52,203,18,8,16.06680235657077
1333,Ö. Beyaz CAM CM,19,69,62,52,1,255,57,211,66,54,13.764217263576723
1334,Francho Serrano CM,21,70,68,62,1,317,60,331,71,64,15.096444403426338
1335,S. Simón RB RM CM,21,73,70,62,1,330,64,352,74,60,15.319587954740548
1336,V. Pizarro CDM CM,20,69,64,55,1,309,56,319,70,56,15.176487111099874
1337,A. Aravena LM ST CAM,20,74,63,70,1,288,70,354,75,74,15.424948470398375
1338,T. Lemperle ST,21,70,59,65,1,253,66,317,72,73,14.808762330974558
1339,L. Colombo ST,21,70,51,75,1,285,81,381,72,75,15.761420707019587
1340,I. Doukouré CDM CM,19,65,60,42,1,287,59,323,69,33,15.38412647587812
1341,S. Diomandé CB,22,58,61,46,1,291,68,340,64,39,15.201804919084164
1342,A. Virginius RM,20,71,59,59,1,232,61,254,71,66,14.880221294956703
1343,K. Fujimoto CAM CM,24,75,72,68,1,312,68,317,77,69,15.955576721460545
1344,C. Tengstedt ST,23,68,62,69,1,265,69,349,68,71,15.096444403426338
1345,J. Oosterwolde LB CB LM,22,68,60,42,1,282,63,334,66,31,15.03928598958639
1346,C. Riad CB RB,20,52,54,32,1,250,42,259,67,27,14.808762330974558
1347,J. Lepenant CDM CM,20,71,67,56,1,305,58,330,73,54,15.27412558066379
1348,T. Corbeanu RM LM RW,21,71,66,58,1,265,61,324,69,58,14.946912669455374
1349,K. Çalhanoğlu LWB LB LM,20,67,64,51,1,289,62,316,65,45,14.557447902693651
1350,I. Saibari CAM CM RW,21,76,71,68,1,307,74,359,78,68,16.06680235657077
1351,M. Ruggeri LWB LM CB,20,66,66,49,1,294,69,306,71,43,15.176487111099874
1352,J. Hettwer RW ST,20,68,55,65,1,279,64,321,67,68,14.603967918328545
1353,Y. Vertessen RW LW ST,22,74,66,71,1,277,74,351,74,74,15.687312734865866
1354,Alvyn Sanches CM CAM,20,71,62,56,1,307,50,296,69,64,14.808762330974558
1355,M. Kjaergaard CM,20,72,72,70,1,347,78,375,74,67,15.424948470398375
1356,I. Miramón CDM CM,20,68,63,57,1,310,61,336,70,55,15.009433026436708
1357,Kang Seong Jin RM RW,20,67,53,58,1,247,64,296,61,57,14.22097566607244
1358,K. Mier GK,23,77,67,71,1,111,50,187,20,10,15.89495209964411
1359,M. Lotka GK,22,70,56,65,1,72,42,201,12,11,14.648419680899378
1360,A. Zorgane CM CDM,23,74,74,71,1,349,79,399,77,69,15.955576721460545
1361,Roger Fernandes LM RM,17,71,54,57,1,220,59,254,69,59,14.22097566607244
1362,J. Rak-Sakyi RM RW,20,75,63,66,1,250,65,307,75,68,15.226497531674536
1363,D. Williams LB LWB,19,60,51,36,1,245,34,215,57,36,13.527828485512494
1364,I. Koné CM,21,69,66,59,1,291,67,345,72,55,14.946912669455374
1365,L. Morgalla CB RB,18,55,49,37,1,233,40,283,62,39,14.457364444136669
1366,E. Jelert RB LB,20,73,63,57,1,323,60,333,71,57,15.176487111099874
1367,D. Ouattara RM LM,21,75,63,68,1,305,64,325,74,72,15.520258650202699
1368,K. De Winter CB RWB,21,61,53,38,1,228,52,301,64,29,14.690979295318174
1369,Geny Catamo RW RM RWB,22,77,61,62,1,265,74,277,76,62,15.250595083253597
1370,G. Hall CAM CM,18,68,63,59,1,319,59,318,65,59,14.603967918328545
1371,Éderson CM CAM,23,78,73,67,1,356,74,366,82,65,16.588099280204055
1372,M. Lazetić ST LM,19,65,53,65,1,255,67,341,66,67,14.457364444136669
1373,D. Jurásek LB,22,72,71,61,1,330,79,385,72,51,15.341566861459324
1374,A. Ojeda RW LW,19,74,63,56,1,267,61,269,71,54,15.009433026436708
1375,L. Lucca ST,22,63,59,72,1,293,85,390,71,69,15.520258650202699
1376,M. Krattenmacher CAM LM,17,65,50,62,1,237,62,282,63,64,13.710150042306449
1377,O. Moxon CM,25,66,67,58,1,317,62,354,66,57,14.151982794585487
1378,J. Mwanga CDM CM,20,68,62,50,1,318,50,321,72,51,15.38412647587812
1379,Gabriel Sara CM,24,75,74,74,1,335,86,403,77,72,15.687312734865866
1380,Aleñá CM LM RM,25,75,71,69,1,347,68,321,77,69,15.201804919084164
1381,K. Jóźwiak RM LM,25,72,60,55,1,255,60,309,68,58,14.403297222866392
1383,H. Cuypers ST,26,71,68,77,1,337,80,397,74,79,16.38045991542581
1384,É. Mendy GK,31,83,81,79,3,104,61,242,31,5,16.41820024340866
1385,J. Mæhle LB LW RW,26,72,70,57,2,320,65,365,76,50,16.300417207752275
1386,J. Brekalo CF LW LM,25,81,76,74,2,284,78,333,81,73,16.166885815127753
1388,I. Sarr RM LM RW,25,79,66,76,1,275,82,375,77,75,16.11809565095832
1389,Y. Diouf GK,23,78,72,74,1,99,54,232,21,8,16.41820024340866
1390,R. Yates CDM CM,25,65,62,59,1,338,61,368,69,60,15.830413578506539
1391,Brais Méndez CM CAM RM,26,81,82,80,2,373,77,381,84,83,17.216707939626428
1392,Reinildo LB,29,75,68,55,1,337,60,353,77,57,16.929025867174648
1393,R. Koch CB CDM,26,65,61,38,2,308,56,325,72,27,16.556350581889475
1394,A. Barkok CAM CF RM,25,77,67,69,1,304,77,355,77,67,15.03928598958639
1395,M. Terrier LW ST,26,79,75,81,2,315,79,393,82,84,17.034386382832476
1396,J. Torunarigha CB,25,63,63,41,1,325,42,299,62,45,15.424948470398375
1397,M. Tavernier LM RM CAM,24,78,71,72,1,315,75,360,76,72,16.213405830762646
1398,Jorge Cuenca CB,23,53,60,37,1,285,59,305,70,27,15.89495209964411
1399,A. Zerbin LW,24,74,67,67,1,270,65,343,78,69,14.914122846632385
1400,P. Cutrone ST,25,72,56,71,1,275,72,350,75,74,14.914122846632385
1401,Michael RM LM,27,84,63,66,1,277,70,334,78,65,15.89495209964411
1402,D. Zagadou CB,24,51,60,34,2,269,66,333,52,26,16.300417207752275
1403,M. Johnston LW RW,24,75,63,63,1,232,70,305,72,61,14.648419680899378
1404,L. Østigård CB,23,61,50,37,1,266,52,321,61,33,15.687312734865866
1405,E. Demirović CF ST LM,25,76,72,77,2,331,83,385,78,78,16.454567887579532
1406,J. Moder CM CDM LM,24,72,74,70,1,351,82,366,75,66,15.341566861459324
1407,O. Kabak CB,23,66,59,37,2,299,48,310,71,35,15.89495209964411
1408,T. Reijnders CM CAM,24,80,75,74,1,359,80,390,80,73,16.860032995687696
1409,M. Olivera LB LWB,25,73,69,50,1,326,56,337,78,49,16.64872390202049
1410,T. Campbell ST LM,23,70,60,68,1,289,69,346,69,68,14.648419680899378
1411,H. Traorè LM LW CAM,23,78,72,69,1,310,74,342,80,69,16.213405830762646
